275.0,137.0,23.0,26.0
275.665710449,134.041122437,23.2324142456,26.2627296448
277.279724121,132.357452393,23.4890232086,26.5528106689
277.876953125,132.798843384,23.3837490082,26.4338035583
279.061065674,133.891021729,23.4308662415,26.4870643616
275.742980957,135.891525269,23.0651607513,26.0736598969
271.2371521,140.944061279,22.9756298065,25.972448349
267.688018799,150.020065308,22.7486763,25.7158870697
267.896514893,148.607635498,23.1324672699,26.1497402191
268.465026855,152.387359619,22.870223999,25.8532905579
271.255249023,151.723144531,23.1685810089,26.1905632019
275.266418457,149.573074341,23.0230865479,26.0260925293
277.386535645,142.471191406,22.9850559235,25.9830989838
278.018432617,141.661132812,23.3530368805,26.3990745544
277.98550415,129.933013916,23.5508518219,26.6226921082
276.477661133,116.248268127,23.2607479095,26.2947483063
275.37286377,101.428718567,23.5939846039,26.6714515686
273.342193604,86.627822876,23.1008453369,26.1139888763
273.442779541,84.6616210938,23.1622219086,26.1833705902
274.444030762,72.2195892334,23.4706077576,26.5319824219
276.766296387,64.3972244263,23.7586936951,26.8576450348
279.03717041,56.0106315613,23.8077793121,26.9131317139
280.352478027,49.9898757935,24.0125827789,27.1446475983
279.989746094,49.9184341431,23.880241394,26.9950447083
280.178466797,50.9312515259,24.1533184052,27.3037376404
281.563049316,55.9132881165,24.6017913818,27.8107051849
284.491790771,62.3981742859,24.5717277527,27.7767181396
284.388366699,69.512802124,24.6465816498,27.861333847
284.981384277,69.1972885132,24.6568260193,27.8729133606
281.405456543,71.7254486084,24.5181446075,27.7161445618
277.738037109,67.7751617432,24.844367981,28.0849189758
275.839691162,60.4133529663,25.3262825012,28.6296901703
276.600921631,54.6405105591,25.8265190125,29.1951751709
276.22756958,54.5138168335,25.7268371582,29.0824928284
276.429595947,52.8341369629,25.9025688171,29.2811470032
273.629821777,49.2000961304,26.0440006256,29.4410247803
274.626434326,45.8273544312,26.3105049133,29.7422904968
276.590911865,43.8470954895,26.4834098816,29.9377479553
276.727081299,43.3333053589,26.4787902832,29.9325294495
275.125061035,41.4492111206,26.5281715393,29.9883480072
270.402282715,37.0760192871,26.5018672943,29.958612442
264.519958496,28.89661026,26.1199836731,29.5269126892
260.6668396,23.4577980042,26.090877533,29.4940128326
261.778503418,23.2463798523,25.9491767883,29.3338279724
259.286987305,25.9452781677,25.9460868835,29.3303375244
254.310272217,29.1239433289,26.2944831848,29.7241725922
248.576248169,29.5186958313,26.5479793549,30.0107326508
248.625701904,31.0348396301,26.282497406,29.7106227875
248.599517822,30.6542015076,26.6300964355,30.1035614014
256.367980957,40.9376907349,26.4797325134,29.9335842133
264.293182373,51.1617088318,26.8796329498,30.3856449127
273.600280762,58.5137023926,26.7033729553,30.1863956451
282.403991699,62.5634651184,27.0183830261,30.5424957275
282.400543213,62.8601303101,27.3830413818,30.9547214508
291.76940918,71.316078186,27.2399654388,30.7929840088
296.360778809,83.6954345703,27.341960907,30.9082832336
291.707397461,93.8130340576,27.3829536438,30.954624176
281.210418701,100.907318115,27.5597286224,31.1544589996
281.118469238,99.4503555298,27.9282588959,31.571056366
269.593719482,95.0781021118,28.0781955719,31.7405490875
259.478179932,85.7540740967,28.8736057281,32.639705658
250.696929932,76.271446228,28.9117431641,32.6828193665
245.96975708,71.2337722778,29.1031341553,32.8991775513
244.445114136,70.7231140137,29.4991264343,33.346824646
241.803100586,69.9119873047,29.3431510925,33.170501709
240.698043823,68.5081710815,29.574590683,33.4321289062
240.277389526,67.8103942871,29.3661994934,33.1965560913
239.425003052,65.5342941284,29.4682884216,33.3119621277
239.875396729,65.3660736084,29.0377502441,32.8252639771
238.717208862,64.0232162476,29.1900844574,32.9974708557
239.622650146,61.7761535645,29.2069187164,33.0165023804
238.176223755,60.7241897583,29.1288337708,32.9282302856
237.280593872,61.5528068542,29.010269165,32.7942008972
237.551971436,61.5300369263,29.2144432068,33.0250053406
237.457427979,65.1791534424,29.358165741,33.1874771118
240.626861572,72.2414321899,29.9419155121,33.8473701477
237.842041016,76.4334564209,29.8490180969,33.7423553467
232.038726807,85.9238815308,29.939655304,33.8448143005
232.597824097,85.7624359131,30.5786018372,34.5671005249
226.455886841,95.9520874023,30.8810691833,34.9090194702
